醫事機構代碼,醫事機構名稱,電話,地址,地圖地址,緯度,經度,備註,縣市,鄉鎮市區
593106A904,杏佳藥師藥局,02-22037077,新北市新莊區建安街127號1樓,新北市新莊區建安里4鄰建安街127號,25.023888,121.425959,,新北市,新莊區
593106A913,洋欣藥局,02-89927489,新北市新莊區中平路277號1樓及夾層,新北市新莊區立廷里30鄰中平路277號,25.050181,121.44468799999999,,新北市,新莊區
593106A922,德翰藥局,02-22025576,新北市新莊區四維路171巷1、3號1樓,新北市新莊區四維里14鄰四維路171巷13號,25.021304999999998,121.423105,,新北市,新莊區
593106A931,建安藥局,02-22051969,新北市新莊區建安街117號、119號1樓,新北市新莊區建安里7鄰建安街117號,25.024060000000002,121.426248,,新北市,新莊區
593106A940,樂福藥局,02-29923388,新北市新莊區幸福路48號1樓,新北市新莊區信義里12鄰幸福路48號,25.049530999999998,121.45765700000001,,新北市,新莊區
593106A959,新莊大藥局,02-29933885,新北市新莊區福壽街130號1樓,新北市新莊區和平里1鄰福壽街130號,25.051623,121.45773,,新北市,新莊區
5931070017,前回春藥局,02-26812167,新北市樹林區中山路1段56號,新北市樹林區樹福里10鄰中山路一段56號,24.992053,121.423643,,新北市,樹林區
5931070044,正宜藥局,02-26805678,新北市樹林區佳園路1段39號,新北市樹林區中山里15鄰佳園路一段39號,24.970857000000002,121.393073,,新北市,樹林區
5931070053,仁一藥局,02-26893915,新北市樹林區中正路622號,新北市樹林區三龍里2鄰中正路622號,25.015999,121.410251,,新北市,樹林區
5931070062,鴻真藥局,02-26828977,新北市樹林區保安街1段20巷6號,新北市樹林區保安里24鄰保安街一段20巷6號,24.993631,121.427692,,新北市,樹林區
5931070080,耀鴻藥局,02-26808989,新北市樹林區中山路3段76號,新北市樹林區中山里1鄰中山路三段76號,24.972394,121.39359499999999,,新北市,樹林區
5931070099,日弘藥師藥局,02-26871919,新北市樹林區復興路29號,新北市樹林區樹福里20鄰復興路29號,24.994096,121.42233700000001,,新北市,樹林區
5931070142,江藥局,02-26828001,新北市樹林區日新街102號1樓,新北市樹林區樹西里20鄰日新街102號,24.989972,121.42134399999999,,新北市,樹林區
5931070204,懷恩藥局,02-26892500,新北市樹林區中正路614號,新北市樹林區三龍里2鄰中正路614號,25.015895999999998,121.410327,,新北市,樹林區
5931070213,明川藥師藥局,02-26894728,新北市樹林區三福街1號,新北市樹林區三福里11鄰三福街1號,25.0169,121.409269,,新北市,樹林區
5931070286,協安大藥局,02-26810386,新北市樹林區鎮前街126號,新北市樹林區樹北里11鄰鎮前街126號,24.990866,121.424756,,新北市,樹林區
5931070348,久青藥局,02-86844326,新北市樹林區東華街33號,新北市樹林區東陽里10鄰東華街33號,24.981772,121.415102,,新北市,樹林區
5931070366,聖和藥局,02-86866609,新北市樹林區太元街50號,新北市樹林區太順里2鄰太元街50號,24.979666,121.41833999999999,,新北市,樹林區
5931070393,羅群藥局,02-86851833,新北市樹林區東華街88號,新北市樹林區大同里18鄰東華街88號,24.980443,121.415727,,新北市,樹林區
5931070419,暉民西藥局,02-26835868,新北巿樹林區千歲街36號,新北市樹林區千歲街36號,24.9965805,121.42576059999999,,新北市,樹林區
5931071425,又怡藥師藥局,02-26816886,新北市樹林區中山路1段76巷2號1樓,新北市樹林區樹福里4鄰中山路一段76巷2號,24.991781,121.423176,,新北市,樹林區
5931071523,蔚海藥局,02-86754203,新北市樹林區鎮前街17號1樓,新北市樹林區樹北里4鄰鎮前街17號,24.992631,121.425919,,新北市,樹林區
5931071532,育生藥局,02-26814385,新北市樹林區保安街一段192號1樓,新北市樹林區潭底里11鄰保安街一段192號,24.995854,121.42163000000001,,新北市,樹林區
5931071550,久豐大藥局,02-26759156,新北市樹林區復興路286號1樓,新北市樹林區樹人里7鄰復興路286號,24.98785,121.41770600000001,,新北市,樹林區
5931071649,博生藥師藥局,02-26825798,新北市樹林區文化街34號,新北市樹林區育英里7鄰文化街34號,24.988193,121.41898700000002,,新北市,樹林區
5931071658,大慶藥局,02-26759212,新北市樹林區鎮前街42－1號,新北市樹林區樹北里15鄰鎮前街42之1號,24.992712,121.425804,,新北市,樹林區
5931071774,澤安藥師藥局,02-26872764,新北市樹林區保安二街26號1樓,新北市樹林區保安里9鄰保安二街26號,24.994649,121.424745,,新北市,樹林區
5931071818,合康藥局,02-26816559,新北市樹林區中山路1段151之1號,新北市樹林區育英里1鄰中山路一段151之1號,24.989051,121.422097,"國定假日及星期日僅上午服務,大年初一至初三全日休息",新北市,樹林區
5931071836,弘昌藥師藥局,02-26871276,新北市樹林區保安街1段65號1樓,新北市樹林區樹福里18鄰保安街一段65號,24.994912,121.42323700000001,執業時段請電洽藥局,新北市,樹林區
5931071881,盛立藥局,02-35018218,新北市樹林區大雅路285號1樓,新北市樹林區柑園里26鄰大雅路285號,24.947353,121.37953700000001,,新北市,樹林區
5931071916,立欣藥局,02-26764728,新北市樹林區三福街166號,新北市樹林區三福里2鄰三福街166號,25.016189,121.40471799999999,,新北市,樹林區
5931071934,樹新藥局,02-26821080,新北市樹林區樹新路30－3號1樓,新北市樹林區保安里27鄰樹新路30之3號,24.994615,121.427232,,新北市,樹林區
5931071961,綠蘋果藥局,02-89706050,新北市樹林區學勤路597號1樓,新北市樹林區南園里9鄰學勤路597號,24.949053,121.38422800000001,執業時段請電洽藥局,新北市,樹林區
5931071970,保康藥局,02-86875503,新北市樹林區保安街1段364號,新北市樹林區潭底里2鄰保安街一段364號,24.998564000000002,121.41763300000001,,新北市,樹林區
5931072020,泰平藥師藥局,02-86860038,新北市樹林區彭福里太平路143號,新北市樹林區彭福里20鄰太平路143號,24.980014,121.419105,,新北市,樹林區
5931072039,樹林藥師藥局,02-26823030,新北市樹林區鎮前街24號1樓,新北市樹林區樹北里15鄰鎮前街24號,24.993149,121.426047,1/25-1/28 春節休假,新北市,樹林區
5931072066,琉璃水藥師藥局,02-26764262,新北市樹林區龍興街21號1樓,新北市樹林區三興里11鄰龍興街21號,25.016136,121.40298500000002,,新北市,樹林區
5931072137,保安健保藥局,02-26898179,新北市樹林區保安街2段211號1樓,新北市樹林區光興里1鄰保安街二段211號,25.003992,121.413293,,新北市,樹林區
5931072191,生光堂藥局,02-26896504,新北市樹林區龍興街36號1樓,新北市樹林區三興里11鄰龍興街36號,25.015767999999998,121.402955,,新北市,樹林區
5931072217,樹林健業藥局,02-86851736,新北市樹林區東華街89號1樓,新北市樹林區大同里18鄰東華街89號,24.980476,121.41586399999998,,新北市,樹林區
5931072244,彰安藥局,02-26827341,新北市樹林區千歲街82號,新北市樹林區保安里22鄰千歲街82號,24.997716,121.426437,,新北市,樹林區
5931072253,活水藥局,02-26818928,新北市樹林區鎮前街21號1樓,新北市樹林區樹北里4鄰鎮前街21號,24.99255,121.425872,,新北市,樹林區
5931072262,祐心藥局,02-26803205,新北市樹林區學府路362號1樓,新北市樹林區柑園里17鄰學府路362號,24.950281,121.379682,,新北市,樹林區
5931072280,啄木鳥藥局,02-86851495,新北市樹林區中華路391號1－2樓,新北市樹林區東山里1鄰中華路391號,24.980377,121.411468,,新北市,樹林區
5931072299,小蜜蜂中西健保藥局,02-86853677,新北市樹林區東榮街118號1樓,新北市樹林區東陽里31鄰東榮街118號,24.982295999999998,121.415357,,新北市,樹林區
5931072351,瑪諾藥局,02-26830304,新北市樹林區復興路20號,新北市樹林區樹德里6鄰復興路20號,24.994626,121.422546,,新北市,樹林區
5931072388,愛立康藥局,02-89706878,新北市樹林區大雅路286號1樓,新北市樹林區南園里29鄰大雅路286號,24.947484,121.379902,,新北市,樹林區
5931072404,伯安綜合藥局,02-86856551,新北市樹林區中華路108號1樓,新北市樹林區大同里6鄰中華路108號,24.980906,121.418416,1/25-1/29 春節休息,新北市,樹林區
5931072413,誠新大藥局,02-26870204,新北市樹林區中山路1段24號1樓,新北市樹林區樹福里10鄰中山路一段24號,24.992662,121.42399499999999,,新北市,樹林區
5931072422,三樹食在好健康藥局,02-26807101,新北市樹林區學成路600號1樓,新北市樹林區南園里50鄰學成路600號,24.945839000000003,121.38181499999999,,新北市,樹林區
5931072431,樹林大樹藥局,02-26815488,新北市樹林區育英街54號1－2樓,新北市樹林區樹西里7鄰育英街54號,24.989283,121.42130300000001,,新北市,樹林區
5931072459,健康人生藥局,02-26814394,新北市樹林區博愛一街26號1樓,新北市樹林區樹東里6鄰博愛一街26號,24.990913,121.425555,,新北市,樹林區
5931072477,信和藥局,02-26821991,新北市樹林區博愛街178號2樓,新北市樹林區樹東里6鄰博愛街178號,24.990612,121.425701,,新北市,樹林區
5931072486,星禾藥師藥局,02-77515255,新北市樹林區學府路292號1樓,新北市樹林區柑園里15鄰學府路292號,24.950101,121.37892,,新北市,樹林區
5931080022,藥濟藥局,02-26781357,新北市鶯歌區國慶街150號,新北市鶯歌區南鶯里18鄰國慶街150號,24.95328,121.35091100000001,,新北市,鶯歌區
5931080031,林政德西藥局,02-26781412,新北市鶯歌區建國路256號1樓,新北市鶯歌區南鶯里24鄰建國路256號,24.95354,121.34766699999999,,新北市,鶯歌區
5931080148,快安藥師藥局,02-26792356,新北市鶯歌區中正一路94、96號,新北市鶯歌區建德里6鄰中正一路505號,24.962557,121.376976,,新北市,鶯歌區
5931081190,安新藥局,02-26776616,新北市鶯歌區建國路180號,新北市鶯歌區南鶯里21鄰建國路180號,24.953656,121.34966100000001,,新北市,鶯歌區
5931081216,嘉泰藥師藥局,02-26709668,新北市鶯歌區鶯桃路2段31號1樓,新北市鶯歌區鳳福里28鄰鶯桃路二段31號,24.972483,121.325372,,新北市,鶯歌區
5931081234,文瑞藥局,02-26780589,新北市鶯歌區尖山路296號,新北市鶯歌區尖山里5鄰尖山路296號,24.944370000000003,121.34060500000001,,新北市,鶯歌區
5931081289,唯新示範藥局,02-86775363,新北市鶯歌區建國路161號1樓,新北市鶯歌區南鶯里20鄰建國路161號,24.953447,121.350323,,新北市,鶯歌區
5931081305,佑家藥局,02-26798282,新北市鶯歌區中正三路151號1樓,新北市鶯歌區二橋里25鄰中正三路151號,24.940068,121.33672299999999,,新北市,鶯歌區
5931081332,祐兒藥局,02-86781907,新北市鶯歌區南鶯里建國路171號1樓,新北市鶯歌區南鶯里20鄰建國路171號,24.953395,121.350035,,新北市,鶯歌區
5931081378,鶯歌宏達藥局,02-26709693,新北市鶯歌區國慶街138號1樓,新北市鶯歌區南鶯里18鄰國慶街138號,24.953467,121.350806,,新北市,鶯歌區
5931081396,祐康藥局,02-26771223,新北市鶯歌區建國路36號,新北市鶯歌區北鶯里7鄰建國路36號,24.955957,121.35598600000002,,新北市,鶯歌區
5931081403,純安大藥局,02-26791791,新北市鶯歌區國慶街179號1樓,新北市鶯歌區南鶯里16鄰國慶街179號,24.952704,121.35143899999998,,新北市,鶯歌區
5931081412,小樹藥師藥局,02-26785107,新北市鶯歌區光明街126號1樓,新北市鶯歌區建國里5鄰光明街126號,24.955916000000002,121.345451,,新北市,鶯歌區
5931081421,萊爾康健保藥局,02-26775092,新北市鶯歌區永明街17號1樓,新北市鶯歌區永昌里2鄰永明街17號,24.955481,121.33846899999999,,新北市,鶯歌區
5931081430,華昇藥局,02-86777961,新北市鶯歌區鶯桃路567號,新北市鶯歌區鳳祥里23鄰鶯桃路567號,24.968346,121.32988799999998,,新北市,鶯歌區
5931081458,食在好健康藥局,02-26702559,新北市鶯歌區國慶街165號1樓,新北市鶯歌區南鶯里18鄰國慶街164號,24.953007,121.351077,,新北市,鶯歌區
5931081485,信義健保藥局,02-86775563,新北市鶯歌區信義街63號1樓,新北市鶯歌區中鶯里7鄰信義街63號,24.955707999999998,121.35337700000001,,新北市,鶯歌區
5931081494,康群藥局,02-26796690,新北市鶯歌區建國路202號1樓,新北市鶯歌區南鶯里21鄰建國路202號,24.953572,121.349424,,新北市,鶯歌區
5931081510,鶯歌藥局,02-86778778,新北市鶯歌區鶯桃路2段11號1樓,新北市鶯歌區鳳福里26鄰鶯桃路二段11號,24.97205,121.325846,,新北市,鶯歌區
5931081529,正雅藥局,02-26701128,新北市鶯歌區建國路176號1樓,新北市鶯歌區南鶯里21鄰建國路176號,24.953583,121.34973799999999,,新北市,鶯歌區
5931090037,進安大藥局,02-26711125,新北市三峽區民生街174號,新北市三峽區永舘里13鄰民生街174號,24.934929999999998,121.37126299999998,,新北市,三峽區
5931090082,恆豐藥局,02-26711325,新北市三峽區信義街24號,新北市三峽區永舘里14鄰信義街24號,24.935537,121.37080800000001,,新北市,三峽區
5931090117,大和藥局,02-26711010,新北市三峽區民生街150號,新北市三峽區永舘里12鄰民生街150號,24.934913,121.37216200000002,,新北市,三峽區
5931090180,人來安藥局,02-26721199,新北市三峽區文化路266－5號,新北市三峽區鳶山里1鄰文化路266之5號,24.935826000000002,121.36648500000001,,新北市,三峽區
5931090279,勝全藥局,02-26736186,新北市三峽區大同路27之1號1樓,新北市三峽區介壽里23鄰大同路27之1號,24.928363,121.376948,,新北市,三峽區
5931091374,全球藥師藥局,02-26748128,新北市三峽區文化路95號,新北市三峽區永舘里14鄰文化路95號,24.936066,121.37114,,新北市,三峽區
5931091427,康美藥局,02-26745526,新北市三峽區民生街79號2樓,新北市三峽區永舘里1鄰民生街79號,24.935855,121.374903,,新北市,三峽區
5931091454,致安藥師藥局,02-26743418,新北市三峽區中華路17號1樓,新北市三峽區礁溪里32鄰中華路17號,24.931535999999998,121.37319199999999,,新北市,三峽區
5931091481,盛加藥局,02-26739797,新北市三峽區民生街49號,新北市三峽區龍埔里16鄰民生街49號,24.936201999999998,121.37551699999999,,新北市,三峽區
5931091570,三恩藥局,02-86711914,新北市三峽區復興路451號1樓,新北市三峽區鳶山里21鄰復興路451號,24.93841,121.36245600000001,,新北市,三峽區
5931091605,三峽文化藥局,02-26710825,新北市三峽區文化路212－2號,新北市三峽區鳶山里1鄰文化路212之2號,24.936059,121.368527,休息時間 12:00-14:00  17:00-18:00,新北市,三峽區
5931091623,兆康藥局,02-26717875,新北市三峽區中華路22號1樓,新北市三峽區礁溪里21鄰中華路22號,24.932653,121.37418100000001,,新北市,三峽區
5931091641,北大藥局,02-26738535,新北市三峽區大義路9號1、2樓,新北市三峽區龍學里15鄰大義路9號,24.943724,121.37879199999999,,新北市,三峽區
5931091678,如音藥局,02-26732119,新北市三峽區文化路266－1號1樓,新北市三峽區鳶山里1鄰文化路266之1號,24.935844,121.366689,,新北市,三峽區
5931091696,祥祐藥局,02-26738080,新北市三峽區文化路125號1樓,新北市三峽區永舘里15鄰文化路125號,24.935984,121.369925,,新北市,三峽區
5931091712,誠祐藥局,02-26746211,新北市三峽區光明路22號1樓,新北市三峽區安溪里35鄰光明路22號,24.93084,121.37338000000001,,新北市,三峽區
5931091810,誠美藥局,02-26718131,新北市三峽區復興路106號1樓,新北市三峽區龍埔里28鄰復興路106號,24.937803,121.372666,,新北市,三峽區
5931091829,有新藥局,02-26710769,新北市三峽區學勤路18號1樓,新北市三峽區龍學里25鄰學勤路18號,24.945399,121.374156,,新北市,三峽區
5931091856,大家好學成藥局,02-26741538,新北市三峽區大學路87號1樓,新北市三峽區龍恩里14鄰大學路87號,24.941707,121.375892,,新北市,三峽區
5931091865,大新藥局,02-86713204,新北市三峽區大義路259號1樓,新北市三峽區龍學里19鄰大義路259號,24.946385,121.377398,,新北市,三峽區
5931091874,盛台藥局,02-26722730,新北市三峽區大學路108號1、2樓,新北市三峽區龍學里28鄰大學路108號,24.943803,121.37495700000001,早上9:00-晚上9:00,新北市,三峽區
5931091892,三峽藥局,02-26738868,新北市三峽區介壽路1段27號1樓,新北市三峽區礁溪里8鄰介壽路一段27號,24.933215,121.375674,,新北市,三峽區
5931091909,盛禾藥局,02-26733567,新北市三峽區中山路243號1樓,新北市三峽區鳶山里16鄰中山路243號,24.937192,121.362554,,新北市,三峽區
5931091945,弘宇藥局,02-26717108,新北市三峽區國際一街5號1樓,新北市三峽區龍恩里16鄰國際一街5號,24.943089999999998,121.37456100000001,國定假日未執行調劑業務,新北市,三峽區
5931091972,三峽大昌藥局,02-26711560,新北市三峽區民生街56號1樓,新北市三峽區龍埔里20鄰民生街56號,24.936375,121.375194,,新北市,三峽區
5931091981,悅兒藥局,02-86741633,新北市三峽區學成路329號1樓,新北市三峽區龍學里26鄰學成路329號,24.944919,121.37704,,新北市,三峽區
5931091990,欣美大藥局,02-86712269,新北市三峽區大同路52號1樓,新北市三峽區介壽里25鄰大同路52號,24.928613000000002,121.37694499999999,營業時間:9:00-22:30,新北市,三峽區
5931092004,大家好藥_藥局,02-26747022,新北市三峽區大德路127號1樓,新北市三峽區龍學里22鄰大德路127號,24.944523999999998,121.37586999999999,,新北市,三峽區
5931092022,瑞達美藥局,02-86741627,新北市三峽區民權街180號1樓,新北市三峽區八張里17鄰民權街180號,24.929835,121.367778,,新北市,三峽區
5931092040,一大藥局,02-86766677,新北市三峽區橫溪路23號1樓,新北市三峽區溪北里8鄰橫溪路23號,24.935843,121.396351,,新北市,三峽區
5931092059,三峽啄木鳥藥局,02-26744321,新北市三峽區中正路1段141號1樓,新北市三峽區中正里10鄰中正路一段141號,24.928755,121.37348999999999,,新北市,三峽區
5931092068,益銘藥師藥局,02-26723662,新北市三峽區大德路181號1樓,新北市三峽區龍學里23鄰大德路181號,24.945732,121.375323,,新北市,三峽區
5931092077,立雅藥局,02-26712601,新北市三峽區文化路84號（1樓、2樓）,新北市三峽區永舘里14鄰文化路84號,24.936267,121.371889,,新北市,三峽區
5931092095,禾雅藥局,02-26718621,新北市三峽區文化路130號（1樓）,新北市三峽區永舘里19鄰文化路130號,24.936259,121.37085900000001,,新北市,三峽區
5931092102,升威藥局,02-26731120,新北市三峽區文化路23號1樓,新北市三峽區永舘里11鄰文化路23號,24.935854,121.373071,,新北市,三峽區
5931100047,松和大藥局,02-26203698,新北市淡水區英專路92號,新北市淡水區幸福里15鄰英專路92號,25.171667000000003,121.44586299999999,,新北市,淡水區
5931100074,邱藥局,02-26214255,新北市淡水區中山路27號,新北市淡水區長庚里14鄰中山路27號,25.170065,121.443979,,新北市,淡水區
5931100092,上全藥局,02-28098022,新北市淡水區民族路36號,新北市淡水區民權里2鄰民族路36號,25.136219,121.461354,,新北市,淡水區
5931100154,尚運藥局,02-26225149,新北市淡水區學府路51巷1弄20號,新北市淡水區幸福里4鄰學府路51巷1弄20號,25.168917999999998,121.44731100000001,,新北市,淡水區
5931100163,昇運藥局,02-26222083,新北市淡水區中山路157－1號,新北市淡水區協元里2鄰中山路157之1號,25.172875,121.440528,,新北市,淡水區
5931100270,千代田藥局,02-26223185,新北市淡水區學府路19號1樓,新北市淡水區幸福里3鄰學府路19號,25.168495,121.44757299999999,,新北市,淡水區
5931100305,璉恩藥局,02-26298454,新北市淡水區北新路131、133號,新北市淡水區北投里6鄰北新路一段695號,25.184998,121.47391,,新北市,淡水區
5931101419,淡水聯合藥局,02-86317699,新北市淡水區英專路94號2樓,新北市淡水區幸福里15鄰英專路94號,25.171712,121.44587,,新北市,淡水區
5931101455,日揚藥局,02-26242059,新北市淡水區民族路30巷5號,新北市淡水區民權里2鄰民族路30巷5號,25.136228,121.46118600000001,,新北市,淡水區
5931101464,伯聯藥局,02-26255847,新北市淡水區清水街9－10號1樓,新北市淡水區長庚里10鄰清水街9之10號,25.170231,121.44440700000001,,新北市,淡水區
5931101599,聖元社區藥局,02-26263227,新北市淡水區北新路117－3號1樓,新北市淡水區正德里1鄰北新路117之3號,25.178645,121.448778,,新北市,淡水區
5931101615,大忠聯合藥局,02-26200021,新北市淡水區大忠街113巷31號1樓,新北市淡水區北新里2鄰大忠街113巷31號,25.177559,121.447685,,新北市,淡水區
5931101624,北新藥局,02-26293205,新北市淡水區北新路182巷63號,新北市淡水區北新里5鄰北新路182巷63號,25.177331,121.447748,,新北市,淡水區
5931101633,吉利安健保藥師藥局,02-26295693,新北市淡水區中山北路1段100號1樓,新北市淡水區水碓里2鄰中山北路一段100號,25.176394000000002,121.442595,,新北市,淡水區
5931101642,吳光祥藥局,02-26213020,新北市淡水區中山路104號,新北市淡水區清文里23鄰中山路104號,25.170686,121.44237,,新北市,淡水區
5931101651,天文大藥局,02-86312050,新北市淡水區新春街136號,新北市淡水區新興里7鄰新春街136號,25.181664,121.441461,,新北市,淡水區
5931101668,長佑藥局,02-26268560,新北市淡水區新市一路3段36號,新北市淡水區北投里1鄰新市一路三段36號,25.182819,121.445765,執業時段請電洽藥局,新北市,淡水區
5931101704,聖天藥局,02-26215677,新北市淡水區重建街218號,新北市淡水區新義里4鄰重建街218號,25.174802,121.44130600000001,,新北市,淡水區
5931101786,護鄰藥局,070-10009047,新北市淡水區油車里淡海路47號,新北市淡水區油車里11鄰淡海路47號,25.179837,121.423057,9:00-21:30,新北市,淡水區
5931101919,優德仕藥局,02-26236573,淡水區新市一路3段103號,新北市淡水區新市一路三段103號,25.1831857,121.44649270000001,,新北市,淡水區
5931101937,文川藥局,02-86319033,新北市淡水區中山北路1段93號1樓,新北市淡水區新義里5鄰中山北路一段93號,25.17631,121.442279,,新北市,淡水區
5931101955,伯宇藥局,02-26236006,新北市淡水區新春街103號－8,新北市淡水區新春里14鄰新春街103號,25.182297,121.44011200000001,,新北市,淡水區
5931101973,良順藥局,02-26218111,新北市淡水區中山北路1段24號1樓,新北市淡水區水碓里2鄰中山北路一段24號,25.175104,121.441658,,新北市,淡水區
5931101991,淡水春天生活藥局,02-26257059,新北市淡水區中山北路1段49號,新北市淡水區新義里5鄰中山北路一段49號,25.175519,121.44163700000001,,新北市,淡水區
5931102014,池慶藥局,02-26238852,新北市淡水區中山北路2段5號1樓,新北市淡水區崁頂里1鄰中山北路二段5號,25.183443,121.44430600000001,,新北市,淡水區
5931102078,躍獅竹圍藥局,02-28090565,新北市淡水區民生路46號,新北市淡水區民生里18鄰民生路46號,25.137807000000002,121.461734,,新北市,淡水區
5931102087,匯民藥局,02-26202620,新北市淡水區中山北路1段101號2樓,新北市淡水區新義里5鄰中山北路一段101號,25.176462,121.442394,,新北市,淡水區
5931102096,池佑藥局,02-88093531,新北市淡水區民族路46號,新北市淡水區民權里2鄰民族路46號,25.136086,121.461554,,新北市,淡水區
5931102103,四季寶健保藥局,02-26283199,新北市淡水區新市一路3段117－1號（含夾層）,新北市淡水區北投里19鄰新市一路三段117之1號,25.183142,121.44684,,新北市,淡水區
5931102121,淡海藥師藥局,02-28052668,新北市淡水區淡海路85號,新北市淡水區大庄里1鄰淡海路85號,25.181442999999998,121.422964,,新北市,淡水區
5931102167,天康大藥局,02-26206517,新北市淡水區學府路49號1樓,新北市淡水區幸福里3鄰學府路49號,25.169287,121.447926,,新北市,淡水區
5931102176,淡水健康人生藥局,02-26269679,新北市淡水區清水街9－2號1樓,新北市淡水區長庚里6鄰清水街9之2號,25.170294000000002,121.44476599999999,,新北市,淡水區
5931102229,貝比爾藥局,02-26261577,新北市淡水區中山北路1段171號1樓,新北市淡水區新義里13鄰中山北路一段171號,25.177839000000002,121.443425,,新北市,淡水區
5931102265,佳藥長照藥局,02-26211321,新北市淡水區學府路75號1樓,新北市淡水區幸福里6鄰學府路75號,25.16998,121.44837700000001,,新北市,淡水區
5931102274,淡水藥局,02-86313663,新北市淡水區中山路127號1、2樓,新北市淡水區清文里14鄰中山路127號,25.171073,121.44140900000001,,新北市,淡水區
5931102292,佑全淡水淡金藥局,02-26228040,新北市淡水區淡金路55號、57號1樓,新北市淡水區竿蓁里2鄰淡金路55號,25.161266,121.455922,,新北市,淡水區
5931102309,憲立藥局,02-28092212,新北市淡水區自強路295號1樓,新北市淡水區福德里13鄰自強路295號,25.129516,121.46188000000001,,新北市,淡水區
5931102318,躍獅學府藥局,02-26295603,新北市淡水區學府路77號（1樓）,新北市淡水區幸福里6鄰學府路77號,25.170029,121.448416,,新北市,淡水區
5931110025,巧能藥局,02-26942858,新北市汐止區福德一路209號1樓,新北市汐止區福德里14鄰福德一路209號,25.06541,121.635046,,新北市,汐止區
5931110034,麒豐藥局,02-26434737,新北市汐止區樟樹一路135巷2號,新北市汐止區厚德里1鄰樟樹一路135巷2號,25.065604,121.64211499999999,,新北市,汐止區
5931110070,德昌藥局,02-26423382,新北市汐止區中興路4號,新北市汐止區樟樹里5鄰中興路4號,25.059192000000003,121.63744799999999,,新北市,汐止區
5931110114,必進藥局,02-86476382,新北市汐止區茄苳路33號,新北市汐止區橋東里14鄰茄苳路33號,25.070926999999998,121.66545,,新北市,汐止區
5931110212,穎安中西大藥局,02-26412348,新北市汐止區樟樹一路135巷13號,新北市汐止區忠孝里2鄰樟樹一路135巷13號,25.065462,121.641636,,新北市,汐止區
5931110258,春德堂藥局,02-26422048,新北市汐止區新台五路1段220號,新北市汐止區自強里9鄰新台五路一段220號,25.063108,121.65613400000001,,新北市,汐止區
5931111540,再興藥局,02-86478860,新北市汐止區茄苳路37號,新北市汐止區橋東里12鄰茄苳路37號,25.070996,121.66556499999999,,新北市,汐止區
5931111568,湖前中西藥局,02-26925850,新北市汐止區湖前街45號1樓,新北市汐止區金龍里3鄰湖前街45號,25.070004,121.63198100000001,,新北市,汐止區
5931111586,品康藥局,02-26954441,新北市汐止區湖前街47號1樓,新北市汐止區金龍里3鄰湖前街47號,25.070048999999997,121.631955,,新北市,汐止區
5931111602,汐止中西大藥局,02-26411746,新北市汐止區中正路4號,新北市汐止區仁德里2鄰中正路4號,25.070172,121.66315900000001,,新北市,汐止區
5931111611,向日葵藥局,02-26488877,新北市汐止區大同路2段368號1樓,新北市汐止區禮門里15鄰大同路二段368號,25.06705,121.657583,執業時段請電洽藥局,新北市,汐止區
5931111719,青苗藥局,02-26413666,新北市汐止區忠孝東路242號1樓,新北市汐止區新昌里20鄰忠孝東路242號,25.06711,121.662718,,新北市,汐止區
5931111737,廣誠藥師藥局,02-86916091,新北市汐止區建成路22號1樓,新北市汐止區橋東里24鄰建成路22號,25.072678,121.66475600000001,,新北市,汐止區
5931111755,幸福藥局,02-26490127,新北市汐止區大同路2段332號1．2樓,新北市汐止區大同里10鄰大同路二段332號,25.066943,121.65646100000001,,新北市,汐止區
5931111773,江北藥局,02-26918870,新北市汐止區汐萬路1段33號,新北市汐止區智慧里3鄰汐萬路一段33號,25.067863,121.65568400000001,,新北市,汐止區
5931111835,全家藥局,02-26954990,新北市汐止區明峰街143號1樓,新北市汐止區金龍里17鄰明峰街143號,25.070601999999997,121.629674,,新北市,汐止區
5931111844,福恩藥師大藥局,02-26940835,新北市汐止區福德二路171之1號1樓,新北市汐止區中興里27鄰福德二路171之1號,25.065054999999997,121.630703,,新北市,汐止區
5931111915,康元中西綜合藥局,02-86923648,新北市汐止區大同路2段219號,新北市汐止區智慧里20鄰大同路二段219號,25.064899,121.65286299999998,"每月第二個星期六,星期日公休",新北市,汐止區
5931111951,我家藥局,02-86910840,新北市汐止區中正路29號,新北市汐止區信望里2鄰中正路29號,25.070235999999998,121.66238799999999,,新北市,汐止區
5931111988,滿益藥局,02-86421562,新北市汐止區仁愛路130號,新北市汐止區秀山里3鄰仁愛路130號,25.063966,121.66322,,新北市,汐止區
5931112047,吉安康健保藥師藥局,02-26405881,新北市汐止區宜興街11號1樓,新北市汐止區宜興里3鄰宜興街11號,25.041603,121.62127199999999,,新北市,汐止區
5931112083,裕和藥局,02-26609119,新北市汐止區宜興街4號1樓,新北市汐止區宜興里11鄰宜興街4號,25.041259,121.621101,,新北市,汐止區
5931112136,汐芷藥局,02-26924087,新北市汐止區福德一路255號,新北市汐止區中興里3鄰福德一路255號,25.064469,121.633454,,新北市,汐止區
5931112145,汐止健康人生藥局,02-86421820,新北市汐止區忠孝東路269號,新北市汐止區新昌里10鄰忠孝東路269號,25.068085999999997,121.66331299999999,,新北市,汐止區
